00:00:86	GatewayC
00:00:87	Hitachi
00:00:88	BrocadeC
00:00:89	CaymanSy
00:00:8a	Datahous
00:00:8b	Infotron
00:00:8c	AlloyCom
00:00:8d	Cryptek
00:00:8e	Solbourn
00:00:8f	Raytheon
00:00:90	Microcom
00:00:91	Anritsu
00:00:92	UnisysCo
00:00:93	Proteon
00:00:94	AsanteMa
00:00:95	Sony
00:00:96	MarconiE
00:00:97	Epoch
00:00:98	CrossCom
00:00:99	MemorexT
00:00:9a	RcComput
00:00:9b	Informat
00:00:9c	RolmMil-
00:00:9d	LocusCom
00:00:9e	MarliSA
00:00:9f	Amerista
00:00:a0	SanyoEle
00:00:a1	Marquett
00:00:a2	Wellflee
00:00:a3	NAT
00:00:a4	Acorn
00:00:a5	CSC
00:00:a6	NetworkG
00:00:a7	NCD
00:00:a8	StratusC
00:00:a9	NetSys
00:00:aa	XeroxXer
00:00:ab	LogicMod
00:00:ac	ConwareN
00:00:ad	BrukerIn
00:00:ae	Dassault
00:00:af	NuclearD
00:00:b0	RndRadNe
00:00:b1	AlphaMic
00:00:b2	Televide
00:00:b3	Cimlinc
00:00:b4	Edimax
00:00:b5	Databili
00:00:b6	Micro-Ma
00:00:b7	DoveFast
00:00:b8	Seikosha
00:00:b9	Mcdonnel
00:00:ba	Siig
00:00:bb	Tri-Data
00:00:bc	Allen-Br
00:00:bd	Mitsubis
00:00:be	NtiGroup
00:00:bf	Symmetri
00:00:c0	WesternD
00:00:c1	Olicom
00:00:c2	Informat
00:00:c3	HarrisCo
00:00:c4	WatersDi
00:00:c5	Farallon
00:00:c6	HpIntell
00:00:c7	Arix
00:00:c8	Altos
00:00:c9	EmulexTe
00:00:ca	LancityC
00:00:cb	Compu-Sh
00:00:cc	Densan
00:00:cd	Industri
00:00:ce	Megadata
00:00:cf	HayesMic
00:00:d0	Develcon
00:00:d1	Adaptec
00:00:d2	Sbe
00:00:d3	WangLabs
00:00:d4	Puredata
00:00:d5	Microgno
00:00:d6	PunchLin
00:00:d7	Dartmout
00:00:d8	OldNovel
00:00:d9	NipponTe
00:00:da	Atex
00:00:db	BritishT
00:00:dc	HayesMic
00:00:dd	Gould
00:00:de	Unigraph
00:00:df	BellHowe
00:00:e0	Quadram
00:00:e1	Hitachi
00:00:e2	AcerCoun
00:00:e3	Integrat
00:00:e4	Mips?
00:00:e5	Sigmex
00:00:e6	AptorPro
00:00:e7	StarGate
00:00:e8	AcctonTe
00:00:e9	Isicad
00:00:ea	Upnod
00:00:eb	Matsushi
00:00:ec	Micropro
00:00:ed	April
00:00:ee	NetworkD
00:00:ef	AlantecN
00:00:f0	Samsung
00:00:f1	MagnaCom
00:00:f2	SpiderCo
00:00:f3	GandalfD
00:00:f4	AlliedTe
00:00:f5	DiamondS
00:00:f6	Madge
00:00:f7	YouthKee
00:00:f8	Dec
00:00:f9	Quotron
00:00:fa	Microsag
00:00:fb	RechnerZ
00:00:fc	Meiko
00:00:fd	HighLeve
00:00:fe	Annapoli
00:00:ff	CamtecEl
00:01:00	EquipTra
00:01:01	Private
00:01:02	BbnBoltB
00:01:03	3Com
00:01:04	Dvico
00:01:05	Beckhoff
00:01:06	TewsDate
00:01:07	Leiser
00:01:08	AvlabTec
00:01:09	NaganoJa
00:01:0a	CisTechn
00:01:0b	SpaceCyb
00:01:0c	SystemTa
00:01:0d	Teledyne
00:01:0e	Bri-Link
00:01:0f	BrocadeC
00:01:10	GothamNe
00:01:11	Idigm
00:01:12	SharkMul
00:01:13	Olympus
00:01:14	KandaTsu
00:01:15	Extratec
00:01:16	Netspect
00:01:17	Canal+
00:01:18	EzDigita
00:01:19	RtunetAu
00:01:1a	Hoffmann
00:01:1b	UnizoneT
00:01:1c	Universa
00:01:1d	Centilli
00:01:1e	Precidia
00:01:1f	RcNetwor
00:01:20	Oscilloq
00:01:21	Watchgua
00:01:22	TrendCom
00:01:23	DigitalE
00:01:24	Acer
00:01:25	YaesuMus
00:01:26	PacLabs
00:01:27	OpenNetw
00:01:28	Enjoyweb
00:01:29	Dfi
00:01:2a	Telemati
00:01:2b	Telenet
00:01:2c	AravoxTe
00:01:2d	KomodoTe
00:01:2e	PcPartne
00:01:2f	Twinhead
00:01:30	ExtremeN
00:01:31	BoschSec
00:01:32	Dranetz-
00:01:33	KyowaEle
00:01:34	Selectro
00:01:35	Kdc
00:01:36	Cybertan
00:01:37	ItFarm
00:01:38	XaviTech
00:01:39	PointMul
00:01:3a	ShelcadC
00:01:3b	Bna
00:01:3c	Tiw
00:01:3d	Riscstat
00:01:3e	AscomTat
00:01:3f	Neighbor
00:01:40	Sendtek
00:01:41	CablePri
00:01:42	Cisco
00:01:43	IEEE802
00:01:44	Emc
00:01:45	Winsyste
00:01:46	TescoCon
00:01:47	ZhoneTec
00:01:48	X-Traweb
00:01:49	TDTTrans
00:01:4a	Sony
00:01:4b	Ennovate
00:01:4c	Berkeley
00:01:4d	ShinKinE
00:01:4e	WinEnter
00:01:4f	Adtran
00:01:50	Megahert
00:01:51	Ensemble
00:01:52	Chromate
00:01:53	ArchtekT
00:01:54	G3m
00:01:55	PromiseT
00:01:56	Firewire
00:01:57	Syswave
00:01:58	ElectroI
00:01:59	S1
00:01:5a	DigitalV
00:01:5b	ItaltelS
00:01:5c	Cadant
00:01:5d	Oracle
00:01:5e	BestTech
00:01:5f	DigitalD
00:01:60	Elmex
00:01:61	MetaMach
00:01:62	CygnetTe
00:01:63	NdcNatio
00:01:64	Cisco
00:01:65	Airswitc
00:01:66	TcGroup
00:01:67	HiokiEE
00:01:68	W&GWande
00:01:69	Celestix
00:01:6a	Alitec
00:01:6b	Lightchi
00:01:6c	Foxconn
00:01:6d	Carrierc
00:01:6e	Conklin
00:01:6f	Inkel
00:01:70	EseEmbed
00:01:71	AlliedDa
00:01:72	Technola
00:01:73	Amcc
00:01:74	Cyberopt
00:01:75	RadiantC
00:01:76	OrientSi
00:01:77	Edsl
00:01:78	Margi
00:01:79	Wireless
00:01:7a	ChengduM
00:01:7b	Heidelbe
00:01:7c	Ag-E
00:01:7d	Thermoqu
00:01:7e	AdtekSys
00:01:7f	Experien
00:01:80	Aopen
00:01:81	NortelNe
00:01:82	DicaTech
00:01:83	AniteTel
00:01:84	SiebMeye
00:01:85	HitachiA
00:01:86	UweDisch
00:01:87	I2se
00:01:88	LxcoTech
00:01:89	Refracti
00:01:8a	RoiCompu
00:01:8b	Netlinks
00:01:8c	MegaVisi
00:01:8d	AudesiTe
00:01:8e	Logitec
00:01:8f	Kenetec
00:01:90	Smk-M
00:01:91	SyredDat
00:01:92	TexasDig
00:01:93	HanbyulT
00:01:94	CapitalE
00:01:95	SenaTech
00:01:96	Cisco
00:01:97	Cisco
00:01:98	DarimVis
00:01:99	HeiseiEl
00:01:9a	Leunig
00:01:9b	KyotoMic
00:01:9c	JdsUniph
00:01:9d	E-Contro
00:01:9e	EssTechn
00:01:9f	Readynet
00:01:a0	Infinili
00:01:a1	Mag-Tek
00:01:a2	Logical
00:01:a3	GenesysL
00:01:a4	Microlin
00:01:a5	Nextcomm
00:01:a6	Scientif
00:01:a7	UnexTech
00:01:a8	Welltech
00:01:a9	Bmw
00:01:aa	AirspanC
00:01:ab	MainStre
00:01:ac	SitaraNe
00:01:ad	CoachMas
00:01:ae	TrexEnte
00:01:af	ArtesynE
00:01:b0	FulltekT
00:01:b1	GeneralB
00:01:b2	DigitalP
00:01:b3	Precisio
00:01:b4	Wayport
00:01:b5	TurinNet
00:01:b6	SaejinT&
00:01:b7	Centos
00:01:b8	Netsensi
00:01:b9	SkfCondi
00:01:ba	Ic-Net
00:01:bb	Frequent
00:01:bc	Brains
00:01:bd	Peterson
00:01:be	Gigalink
00:01:bf	Teleforc
00:01:c0	Compulab
00:01:c1	VitesseS
00:01:c2	ArkResea
00:01:c3	Acromag
00:01:c4	Neowave
00:01:c5	SimplerN
00:01:c6	QuarryTe
00:01:c7	Cisco
00:01:c8	ThomasCo
00:01:c9	Cisco
00:01:ca	GeocastN
00:01:cb	Evr
00:01:cc	JapanTot
00:01:cd	Artem
00:01:ce	CustomMi
00:01:cf	AlphaDat
00:01:d0	Vitalpoi
00:01:d1	ConetCom
00:01:d2	Inxtron
00:01:d3	Paxcomm
00:01:d4	LeisureT
00:01:d5	HaedongI
00:01:d6	Manrolan
00:01:d7	F5Networ
00:01:d8	Teltroni
00:01:d9	Sigma
00:01:da	Wincomm
00:01:db	FreecomT
00:01:dc	Activete
00:01:dd	AvailNet
00:01:de	Trango
00:01:df	IsdnComm
00:01:e0	Fast
00:01:e1	KinpoEle
00:01:e2	AndoElec
00:01:e3	Siemens
00:01:e4	Sitera
00:01:e5	Supernet
00:01:e6	HP
00:01:e7	HP
00:01:e8	Force10N
00:01:e9	LittonMa
00:01:ea	Cirilium
00:01:eb	C-Com
00:01:ec	Ericsson
00:01:ed	Seta
00:01:ee	ComtrolE
00:01:ef	CamtelTe
00:01:f0	Tridium
00:01:f1	Innovati
00:01:f2	MarkOfUn
00:01:f3	Qps
00:01:f4	Enterasy
00:01:f5	ErimSA
00:01:f6	Associat
00:01:f7	ImageDis
00:01:f8	TexioTec
00:01:f9	Teraglob
00:01:fa	Compaq
00:01:fb	DotopTec
00:01:fc	Keyence
00:01:fd	DigitalV
00:01:fe	DigitalE
00:01:ff	DataDire
00:02:00	NetSys
00:02:01	IfmElect
00:02:02	AminoCom
00:02:03	Woonsang
00:02:04	Novell
00:02:05	Hamilton
00:02:06	TelitalR
00:02:07	Visiongl
00:02:08	UnifyNet
00:02:09	Shenzhen
00:02:0a	Gefran
00:02:0b	NativeNe
00:02:0c	Metro-Op
00:02:0d	Micronpc
00:02:0e	EciTelec
00:02:0f	Aatr
00:02:10	Fenecom
00:02:11	NatureWo
00:02:12	Sierraco
00:02:13	SDEL
00:02:14	Dtvro
00:02:15	CotasCom
00:02:16	EsiExten
00:02:17	Cisco
00:02:18	Advanced
00:02:19	ParalonT
00:02:1a	ZumaNetw
00:02:1b	Kollmorg
00:02:1c	NetworkE
00:02:1d	DataGene
00:02:1e	SimtelSR
00:02:1f	Aculab
00:02:20	CanonFin
00:02:21	DspAppli
00:02:22	Chromisy
00:02:23	Clicktv
00:02:24	C-Cor
00:02:25	OneStop
00:02:26	Xesystem
00:02:27	EsdElect
00:02:28	Necsom
00:02:29	Adtec
00:02:2a	AsoundEl
00:02:2b	Saxa
00:02:2c	AbbBomem
00:02:2d	Agere
00:02:2e	TeacR&D
00:02:2f	P-Cube
00:02:30	Intersof
00:02:31	Axis
00:02:32	Avision
00:02:33	MantraCo
00:02:34	Imperial
00:02:35	ParagonN
00:02:36	Init
00:02:37	CosmoRes
00:02:38	SeromeTe
00:02:39	Visicom
00:02:3a	ZskStick
00:02:3b	Ericsson
00:02:3c	Creative
00:02:3d	Cisco
00:02:3e	SeltaTel
00:02:3f	CompalEl
00:02:40	Seedek
00:02:41	AmerCom
00:02:42	Videofra
00:02:43	Raysis
00:02:44	SurecomT
00:02:45	Lampus
00:02:46	All-WinT
00:02:47	GreatDra
00:02:48	Pilz
00:02:49	AvivInfo
00:02:4a	Cisco
00:02:4b	Cisco
00:02:4c	Sibyte
00:02:4d	Mannesma
00:02:4e	Datacard
00:02:4f	IpmDatac
00:02:50	GeyserNe
00:02:51	SomaNetw
00:02:52	Carrier
00:02:53	Televide
00:02:54	Worldgat
00:02:55	IBM
00:02:56	AlphaPro
00:02:57	Microcom
00:02:58	FlyingPa
00:02:59	TsannKue
00:02:5a	CatenaNe
00:02:5b	Cambridg
00:02:5c	SciKunsh
00:02:5d	CalixNet
00:02:5e	HighTech
00:02:5f	NortelNe
00:02:60	Accordio
00:02:61	Tilgin
00:02:62	SoyoGrou
00:02:63	UpsManuf
00:02:64	Audioram
00:02:65	Virditec
00:02:66	Thermalo
00:02:67	NodeRunn
00:02:68	HarrisGo
00:02:69	Nadatel
00:02:6a	CocessTe
00:02:6b	BcmCompu
00:02:6c	Philips
00:02:6d	AdeptTel
00:02:6e	NegenAcc
00:02:6f	SenaoInt
00:02:70	Crewave
00:02:71	ZhoneTec
00:02:72	Cc&CTech
00:02:73	Coriolis
00:02:74	TommyTec
00:02:75	SmartTec
00:02:76	PrimaxEl
00:02:77	CashSyst
00:02:78	Samsung
00:02:79	ControlA
00:02:7a	IoiTechn
00:02:7b	AmplifyN
00:02:7c	Trilithi
00:02:7d	Cisco
00:02:7e	Cisco
00:02:7f	Ask-Tech
00:02:80	MuNet
00:02:81	Madge
00:02:82	Viaclix
00:02:83	Spectrum
00:02:84	ArevaT&D
00:02:85	Riversto
00:02:86	OccamNet
00:02:87	Adapcom
00:02:88	GlobalVi
00:02:89	DneTechn
00:02:8a	AmbitMic
00:02:8b	VdslOy
00:02:8c	Micrel-S
00:02:8d	MovitaTe
00:02:8e	Rapid5Ne
00:02:8f	Globetek
00:02:90	Woorigis
00:02:91	OpenNetw
00:02:92	LogicInn
00:02:93	SolidDat
00:02:94	TokyoSok
00:02:95	IpAccess
00:02:96	Lectron
00:02:97	C-CorNet
00:02:98	Broadfra
00:02:99	Apex
00:02:9a	StorageA
00:02:9b	KreatelC
00:02:9c	3Com
00:02:9d	Merix
00:02:9e	Informat
00:02:9f	L-3Commu
00:02:a0	Flatstac
00:02:a1	WorldWid
00:02:a2	Hilscher
00:02:a3	AbbSwitz
00:02:a4	AddpacTe
00:02:a5	HP
00:02:a6	Effinet
00:02:a7	VivaceNe
00:02:a8	AirLinkT
00:02:a9	RacomSRO
00:02:aa	Plcom
00:02:ab	CtcUnion
00:02:ac	3parData
00:02:ad	Hoya
00:02:ae	ScannexE
00:02:af	Telecruz
00:02:b0	HokubuCo
00:02:b1	Anritsu
00:02:b2	Cablevis
00:02:b3	Intel
00:02:b4	Daphne
00:02:b5	Avnet
00:02:b6	Acrosser
00:02:b7	Watanabe
00:02:b8	WhiKonsu
00:02:b9	Cisco
00:02:ba	Cisco
00:02:bb	Continuo
00:02:bc	Lvl7
00:02:bd	Bionet
00:02:be	TotsuEng
00:02:bf	Dotrocke
00:02:c0	BencentT
00:02:c1	Innovati
00:02:c2	NetVisio
00:02:c3	Arelnet
00:02:c4	VectorIn
00:02:c5	EvertzMi
00:02:c6	DataTrac
00:02:c7	AlpsElec
00:02:c8	Technoco
00:02:c9	Mellanox
00:02:ca	Endpoint
00:02:cb	Tristate
00:02:cc	MCCI
00:02:cd	Teledrea
00:02:ce	Foxjet
00:02:cf	ZygateCo
00:02:d0	Comdial
00:02:d1	Vivotek
00:02:d2	Workstat
00:02:d3	Netbotz
00:02:d4	PdaPerip
00:02:d5	Acr
00:02:d6	Nice
00:02:d7	Empeg
00:02:d8	BrecisCo
00:02:d9	Reliable
00:02:da	ExioComm
00:02:db	Netsec
00:02:dc	Fujitsu
00:02:dd	BromaxCo
00:02:de	Astrodes
00:02:df	NetCom
00:02:e0	Etas
00:02:e1	Integrat
00:02:e2	NdcInfar
00:02:e3	Lite-OnC
00:02:e4	JcHyun
00:02:e5	Timeware
00:02:e6	GouldIns
00:02:e7	Cab
00:02:e8	ED&A
00:02:e9	CsSystem
00:02:ea	FocusEnh
00:02:eb	PicoComm
00:02:ec	Maschoff
00:02:ed	DxoTelec
00:02:ee	NokiaDan
00:02:ef	CccNetwo
00:02:f0	AmeOptim
00:02:f1	Pinetron
00:02:f2	Edevice
00:02:f3	MediaSer
00:02:f4	Pctel
00:02:f5	ViveSyne
00:02:f6	EquipeCo
00:02:f7	Arm
00:02:f8	SeakrEng
00:02:f9	MimosBer
00:02:fa	DxAntenn
00:02:fb	Baumulle
00:02:fc	Cisco
00:02:fd	Cisco
00:02:fe	Viditec
00:02:ff	HandanBr
00:03:00	Barracud
00:03:01	Exfo
00:03:02	CharlesI
00:03:03	JamaElec
00:03:04	PacificB
00:03:05	MscVertr
00:03:06	FusionIn
00:03:07	SecureWo
00:03:08	AmCommun
00:03:09	TexcelTe
00:03:0a	ArgusTec
00:03:0b	HunterTe
00:03:0c	Telesoft
00:03:0d	UniwillC
00:03:0e	CoreComm
00:03:0f	DigitalC
00:03:10	E-Global
00:03:11	MicroTec
00:03:12	Tr-Syste
00:03:13	AccessMe
00:03:14	Teleware
00:03:15	Cidco
00:03:16	NobellCo
00:03:17	Merlin
00:03:18	Cyras
00:03:19	Infineon
00:03:1a	BeijingB
00:03:1b	Cellvisi
00:03:1c	SvenskaH
00:03:1d	TaiwanCo
00:03:1e	Optranet
00:03:1f	Condev
00:03:20	Xpeed
00:03:21	RecoRese
00:03:22	Idis
00:03:23	CornetTe
00:03:24	SanyoCon
00:03:25	ArimaCom
00:03:26	IwasakiI
00:03:27	ActL
00:03:28	MaceGrou
00:03:29	F3
00:03:2a	UnidataC
00:03:2b	GaiDaten
00:03:2c	AbbSwitz
00:03:2d	IbaseTec
00:03:2e	ScopeInf
00:03:2f	GlobalSu
00:03:30	Imagenic
00:03:31	Cisco
00:03:32	Cisco
00:03:33	Digitel
00:03:34	NewportE
00:03:35	MiraeTec
00:03:36	ZetesTec
00:03:37	Vaone
00:03:38	OakTechn
00:03:39	Eurologi
00:03:3a	SiliconW
00:03:3b	TamiTech
00:03:3c	Daiden
00:03:3d	IlshinLa
00:03:3e	Tateyama
00:03:3f	BigbandN
00:03:40	FlowareW
00:03:41	AxonDigi
00:03:42	NortelNe
00:03:43	MartinPr
00:03:44	Tietech
00:03:45	RoutrekN
00:03:46	HitachiK
00:03:47	Intel
00:03:48	NorscanI
00:03:49	Vidicode
00:03:4a	Rias
00:03:4b	NortelNe
00:03:4c	Shanghai
00:03:4d	ChiaroNe
00:03:4e	PosData
00:03:4f	Sur-Gard
00:03:50	Bticino
00:03:51	Diebold
00:03:52	Colubris
00:03:53	Mitac
00:03:54	FiberLog
00:03:55	Terabeam
00:03:56	WincorNi
00:03:57	Intervoi
00:03:58	HanyangD
00:03:59	Digitals
00:03:5a	Photron
00:03:5b	Bridgewa
00:03:5c	SaintSon
00:03:5d	BosungHi
00:03:5e	Metropol
00:03:5f	Prüftech
00:03:60	PacInter
00:03:61	Widcomm
00:03:62	VodtelCo
00:03:63	Miraesys
00:03:64	ScenixSe
00:03:65	KiraInfo
00:03:66	AsmPacif
00:03:67	JasmineN
00:03:68	Embedone
00:03:69	NipponAn
00:03:6a	Mainnet
00:03:6b	Cisco
00:03:6c	Cisco
00:03:6d	Runtop
00:03:6e	NiconPty
00:03:6f	Telsey
00:03:70	Nxtv
00:03:71	AcomzNet
00:03:72	Ulan
00:03:73	AselsanA
00:03:74	ControlM
00:03:75	Netmedia
00:03:76	Graphtec
00:03:77	GigabitW
00:03:78	Humax
00:03:79	Proscend
00:03:7a	TaiyoYud
00:03:7b	IdecIzum
00:03:7c	CoaxMedi
00:03:7d	Stellcom
00:03:7e	PortechC
00:03:7f	AtherosC
00:03:80	SshCommu
00:03:81	Ingenico
00:03:82	A-One
00:03:83	MeteraNe
00:03:84	Aeta
00:03:85	ActelisN
00:03:86	HoNet
00:03:87	BlazeNet
00:03:88	Fastfame
00:03:89	Plantron
00:03:8a	AmericaO
00:03:8b	Plus-One
00:03:8c	TotalImp
00:03:8d	PcsReven
00:03:8e	Atoga
00:03:8f	Weinsche
00:03:90	DigitalV
00:03:91	Advanced
00:03:92	HyundaiT
00:03:93	Apple
00:03:94	ConnectO
00:03:95	Californ
00:03:96	EzCast
00:03:97	Watchfro
00:03:98	Wisi
00:03:99	DongjuIn
00:03:9a	Siconnec
00:03:9b	NetchipT
00:03:9c	Optimigh
00:03:9d	Qisda
00:03:9e	TeraSyst
00:03:9f	Cisco
00:03:a0	Cisco
00:03:a1	HiperInf
00:03:a2	Catapult
00:03:a3	Mavix
00:03:a4	Imation
00:03:a5	Medea
00:03:a6	TraxitTe
00:03:a7	UnixtarT
00:03:a8	IdotComp
00:03:a9	AxcentMe
00:03:aa	Watlow
00:03:ab	BridgeIn
00:03:ac	FroniusS
00:03:ad	EmersonE
00:03:ae	AlliedAd
00:03:af	ParageaC
00:03:b0	XsenseTe
00:03:b1	Hospira
00:03:b2	Radware
00:03:b3	IaLink
00:03:b4	Macrotek
00:03:b5	EntraTec
00:03:b6	Qsi
00:03:b7	Zaccess
00:03:b8	NetkitSo
00:03:b9	HualongT
00:03:ba	Oracle
00:03:bb	SignalCo
00:03:bc	Cot
00:03:bd	Omniclus
00:03:be	Netility
00:03:bf	Centerpo
00:03:c0	Rftnc
00:03:c1	PacketDy
00:03:c2	Solphone
00:03:c3	Micronik
00:03:c4	TomraAsa
00:03:c5	Mobotix
00:03:c6	MorningS
00:03:c7	HopfElek
00:03:c8	CmlEmerg
00:03:c9	Tecom
00:03:ca	Mts
00:03:cb	NipponDe
00:03:cc	Momentum
00:03:cd	Cloverte
00:03:ce	EtenTech
00:03:cf	Muxcom
00:03:d0	Koankeis
00:03:d1	Takaya
00:03:d2	Crossbea
00:03:d3	Internet
00:03:d4	Alloptic
00:03:d5	Advanced
00:03:d6	Radvisio
00:03:d7	NextnetW
00:03:d8	ImpathNe
00:03:d9	Secheron
00:03:da	Takamisa
00:03:db	ApogeeEl
00:03:dc	LexarMed
00:03:dd	ComarkIn
00:03:de	OtcWirel
00:03:df	Desana
00:03:e0	ArrisGro
00:03:e1	WinmateC
00:03:e2	Comspace
00:03:e3	Cisco
00:03:e4	Cisco
00:03:e5	Hermsted
00:03:e6	Entone
00:03:e7	Logostek
00:03:e8	Waveleng
00:03:e9	AkaraCan
00:03:ea	MegaSyst
00:03:eb	Atrica
00:03:ec	IcgResea
00:03:ed	Shinkawa
00:03:ee	Mknet
00:03:ef	Oneline
00:03:f0	RedfernB
00:03:f1	CicadaSe
00:03:f2	SenecaNe
00:03:f3	DazzleMu
00:03:f4	Netburne
00:03:f5	Chip2chi
00:03:f6	AllegroN
00:03:f7	Plast-Co
00:03:f8	Sancastl
00:03:f9	Pleiades
00:03:fa	TimetraN
00:03:fb	Enegate
00:03:fc	Intertex
00:03:fd	Cisco
00:03:fe	Cisco
00:03:ff	Microsoft
00:04:00	LexmarkP
00:04:01	OsakiEle
00:04:02	NexsanTe
00:04:03	Nexsi
00:04:04	MakinoMi
00:04:05	AcnTechn
00:04:06	FaMetabo
00:04:07	TopconPo
00:04:08	SankoEle
00:04:09	CratosNe
00:04:0a	Sage
00:04:0b	3comEuro
00:04:0c	KannoWor
00:04:0d	Avaya
00:04:0e	Avm
00:04:0f	ASUS
00:04:10	Spinnake
00:04:11	InkraNet
00:04:12	Wavesmit
00:04:13	SnomTech
00:04:14	UmezawaM
00:04:15	Rasteme
00:04:16	ParksCom
00:04:17	Elau
00:04:18	Teltroni
00:04:19	Fibercyc
00:04:1a	InesTest
00:04:1b	Bridgewo
00:04:1c	Ipdialog
00:04:1d	CoregaOf
00:04:1e	ShikokuI
00:04:1f	Sony
00:04:20	SlimDevi
00:04:21	OcularNe
00:04:22	StudioTe
00:04:23	Intel
00:04:24	TmcSRL
00:04:25	Atmel
00:04:26	Autosys
00:04:27	Cisco
00:04:28	Cisco
00:04:29	Pixord
00:04:2a	Wireless
00:04:2b	ItAccess
00:04:2c	Minet
00:04:2d	Sarian
00:04:2e	NetousTe
00:04:2f	Internat
00:04:30	Netgem
00:04:31	Globalst
00:04:32	VoyetraT
00:04:33	Cyberboa
00:04:34	Accelent
00:04:35	InfinetL
00:04:36	ElansatT
00:04:37	PowinInf
00:04:38	NortelNe
00:04:39	RoscoEnt
00:04:3a	Intellig
00:04:3b	LavaComp
00:04:3c	Sonos
00:04:3d	Indel
00:04:3e	Telencom
00:04:3f	EsteemWi
00:04:40	Cyberpix
00:04:41	HalfDome
00:04:42	Nact
00:04:43	AgilentT
00:04:44	WesternM
00:04:45	LmsSkala
00:04:46	Cyzentec
00:04:47	Acrowave
00:04:48	Polaroid
00:04:49	Mapletre
00:04:4a	IpolicyN
00:04:4b	Nvidia
00:04:4c	Jenoptik
00:04:4d	Cisco
00:04:4e	Cisco
00:04:4f	Schubert
00:04:50	DmdCompu
00:04:51	Medrad
00:04:52	Rocketlo
00:04:53	Yottayot
00:04:54	Quadriga
00:04:55	AntaraNe
00:04:56	CambiumN
00:04:57	Universa
00:04:58	FusionX
00:04:59	Veristar
00:04:5a	LinksysG
00:04:5b	TechsanE
00:04:5c	Mobiwave
00:04:5d	BekaElek
00:04:5e	Polytrax
00:04:5f	AvalueTe
00:04:60	KnilinkT
00:04:61	EpoxComp
00:04:62	DakosDat
00:04:63	BoschSec
00:04:64	Pulse-Li
00:04:65	ISTIsdn-
00:04:66	Armitel
00:04:67	WuhanRes
00:04:68	Vivity
00:04:69	Innocom
00:04:6a	NaviniNe
00:04:6b	PalmWire
00:04:6c	CyberTec
00:04:6d	Cisco
